"CODI_EQUIPAMENT","EQUIPAMENT","SECCIO","TIPUS_VIA","NOM_CARRER","NUM_CARRER_1","NUM_CARRER_2","CODI_BARRI","NUM_BARRI","CODI_DISTRICTE","NOM_DISTRICTE","CODI_POSTAL","CODI_POBLACIO","POBLACIO","LATITUD","LONGITUD","X_ETRS89","Y_ETRS89","X_ED50","Y_ED50","TELEFON_NUM","TELEFON_TIPUS","TELEFON_INFO_COM","HORARI_PERIODE_INICI","HORARI_PERIODE_FI","HORARI_DIES","HORARI_HORES_INICI","HORARI_HORES_FI","HORARI_OBSERVACIONS",
"75990540024","Centre Educatiu Piaget","#","C","Llobregós","194","194","37","el Carmel","07","Horta-Guinardó","08032","019","BARCELONA","41.422415","2.152496","429180.317","4585997.354","429272.237","4586198.325","934296102","Fax","","","","","","","",
"75990671458","Llar d'Infants Gaudí - Guinardó","#","C","Castillejos","365","365","33","el Baix Guinardó","07","Horta-Guinardó","08025","019","BARCELONA","41.411139","2.1721","430806.488","4584729.701","430898.423","4584930.66","934560953","#","","","","","","","",
"92086000037","Escola Bressol Municipal Niu d'Infants","#","C","Pedrera del Mussol","10","14","13","la Marina de Port","03","Sants-Montjuïc","08038","019","BARCELONA","41.360793","2.147589","428702.897","4579160.195","428794.814","4579361.102","933312565","#","","","","","","","",
"92086000075","Escola Bressol Municipal Bellmunt","#","C","Font Florida","93","93","14","la Font de la Guatlla","03","Sants-Montjuïc","08004","019","BARCELONA","41.366941","2.14273","428303.232","4579846.793","428395.145","4580047.706","933325945","#","","","","","","","",
"92086000464","Escola Bressol Municipal Cadí","#","C","Om","11","11","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.376134","2.172651","430815.403","4580843.027","430907.339","4581043.95","934424844","#","","","","","","","",
"92086000465","Escola Bressol Municipal Mont Tàber","#","C","Santa Elena","4","4","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.377339","2.168486","430468.426","4580980.117","430560.359","4581181.042","934417536","#","","","","","","","",
"92086002108","Llar d'Infants El Pomer","#","C","Can Bruixa","18","18","19","les Corts","04","Les Corts","08028","019","BARCELONA","41.383768","2.13164","427394.495","4581724.087","427486.4","4581925.018","934901891","#","","","","","","","",
"92086002131","Llar d'Infants Dracs","#","C","Vallespir","165","165","19","les Corts","04","Les Corts","08014","019","BARCELONA","41.383771","2.134074","427597.968","4581722.471","427689.874","4581923.402","934902653","#","","","","","","","",
"92086002874","Llar d'Infants Xenius","#","C","Muntaner","476","476","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08006","019","BARCELONA","41.402601","2.13846","427985.537","4583809.229","428077.446","4584010.179","932010379","#","","","","","","","",
"92086002958","Llar d'Infants Balmespi","#","C","Balmes","252","252","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08006","019","BARCELONA","41.399836","2.149836","428933.428","4583492.86","429025.346","4583693.807","932189472","#","","","","","","","",
"92086003331","Llar d'Infants Tabalet","#","C","Providència","119","119","32","el Camp d'en Grassot i Gràcia Nova","06","Gràcia","08024","019","BARCELONA","41.409392","2.161698","429935.272","4584544.156","430027.199","4584745.113","932196941","#","","","","","","","",
"92086003392","Parvulari Sant Marc *Pere Sala","#","C","Pere Sala","3","3","34","Can Baró","07","Horta-Guinardó","08024","019","BARCELONA","41.415362","2.160098","429807.972","4585208.25","429899.898","4585409.214","932842220","#","","","","","","","",
"92086003497","Escola Bressol Municipal Cargol","#","C","Mossèn Josep Bundó","6","6","36","la Font d'en Fargues","07","Horta-Guinardó","08032","019","BARCELONA","41.427081","2.167181","430412.377","4586503.565","430504.308","4586704.541","934293641","#","","","","","","","",
"92086003645","Llar d'Infants Ninets","#","C","València","218","220","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08011","019","BARCELONA","41.389561","2.159323","429715.392","4582344.432","429807.318","4582545.369","933233131","#","","","","","","","",
"92086003672","Llar d'Infants La Baldufa","#","C","Còrsega","242","242","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08036","019","BARCELONA","41.392998","2.154834","429343.748","4582729.617","429435.67","4582930.557","932182363","#","","","","","","","",
"92086004209","Llar d'Infants Petit Sant Marc","#","C","Bruc","87","87","07","la Dreta de Eixample","02","Eixample","08009","019","BARCELONA","41.395234","2.168195","430463.208","4582967.116","430555.141","4583168.059","934574727","#","","","","","","","",
"92086004353","Llar d'Infants Milton","#","C","Bailèn","212","212","32","el Camp d'en Grassot i Gràcia Nova","06","Gràcia","08037","019","BARCELONA","41.402208","2.163876","430109.591","4583744.826","430201.52","4583945.776","932071670","#","","","","","","","",
"92086004636","Llar d'Infants Espai Giravolt","#","C","Gabriel y Galán","18","18","65","el Clot","10","Sant Martí","08026","019","BARCELONA","41.411738","2.188256","432157.404","4584783.378","432249.352","4584984.338","620993870","#","","","","","","","",
"92086004797","Llar d'Infants Kuky's","#","Pl","Garrigó","1","3","44","Vilapicina i la Torre Llobeta","08","Nou Barris","08016","019","BARCELONA","41.42897","2.180671","431541.588","4586702.438","431633.529","4586903.416","933512607","#","","","","","","","",
"92086004910","Llar d'Infants Splait","#","C","Agustí i Milà","61","61","60","Sant Andreu","09","Sant Andreu","08030","019","BARCELONA","41.438461","2.186991","432079.494","4587751.227","432171.44","4587952.215","933450244","#","","","","","","","",
"92086005023","Llar d'Infants Pumbi","#","C","Sant Antoni Maria Claret","267","267","63","Navas","09","Sant Andreu","08041","019","BARCELONA","41.417504","2.182558","431687.189","4585428.051","431779.132","4585629.017","933527120","#","","","","","","","",
"92086005042","Llar d'Infants Blau","#","C","Espronceda","242","242","72","Sant Martí de Provençals","10","Sant Martí","08018","019","BARCELONA","41.412658","2.195167","432735.988","4584880.195","432827.941","4585081.156","933076804","#","","","","","","","",
"92086005249","Llar d'Infants Major de Sarrià","#","C","Major de Sarrià","121","121","23","Sarrià","05","Sarrià-Sant Gervasi","08017","019","BARCELONA","41.400775","2.120548","426486.169","4583621.523","426578.065","4583822.471","932050029","#","","","","","","","",
"92086005327","Llar d'Infants María Raventós","#","C","Plantada","1","5","23","Sarrià","05","Sarrià-Sant Gervasi","08017","019","BARCELONA","41.406794","2.12072","426507.392","4584289.648","426599.288","4584490.602","934173964","#","","","","","","","",
"92086005583","Llar d'Infants Solcar","#","C","Agudells","2","2","36","la Font d'en Fargues","07","Horta-Guinardó","08032","019","BARCELONA","41.424798","2.159721","429786.562","4586256.109","429878.487","4586457.082","645853401","#","","","","","","","",
"92086005761","Escola Bressol Municipal Nenes i Nens","#","C","Ignasi Agustí","4","4","49","Canyelles","08","Nou Barris","08042","019","BARCELONA","41.444302","2.167586","430464.653","4588415.029","430556.584","4588616.022","934273167","#","","","","","","","",
"92086005792","Escola Bressol Municipal L'Argimon","#","C","Artesania","37","37","48","la Guineueta","08","Nou Barris","08042","019","BARCELONA","41.441381","2.172812","430898.067","4588086.588","430990.002","4588287.579","933505748","#","","","","","","","",
"92086007095","LLar d'Infants El Vuit","#","Via","Trajana","24","24","73","la Verneda i la Pau","10","Sant Martí","08020","019","BARCELONA","41.427399","2.205762","433636.476","4586508.548","433728.437","4586709.525","933052206","#","","","","","","","",
"92086007096","Escola Bressol Municipal Trinitat Nova","#","C","Fosca","12","12","53","la Trinitat Nova","08","Nou Barris","08033","019","BARCELONA","41.448125","2.183874","431829.283","4588826.532","431921.226","4589027.53","933595271","#","","","","","","","",
"92086007097","Escola Bressol Municipal Albí","#","C","Bernat Bransi","3","9","37","el Carmel","07","Horta-Guinardó","08032","019","BARCELONA","41.424846","2.15475","429371.268","4586265.401","429463.189","4586466.374","934294199","#","","","","","","","",
"92086007098","Escola Bressol Municipal La Mar","#","C","Andrea Doria","40","40","03","la Barceloneta","01","Ciutat Vella","08003","019","BARCELONA","41.38078","2.192835","432508.1","4581342.893","432600.052","4581543.822","932215124","#","","","","","","","",
"92086007099","Escola Bressol Municipal L'Esquirol","#","C","Noguera Pallaresa","32","32","16","la Bordeta","03","Sants-Montjuïc","08014","019","BARCELONA","41.372137","2.139368","428027.789","4580426.384","428119.7","4580627.303","933329950","#","","","","","","","",
"92086007100","Escola Bressol Municipal Esquitx","#","C","Selva de Mar","215","215","72","Sant Martí de Provençals","10","Sant Martí","08020","019","BARCELONA","41.416655","2.19859","433026.11","4585321.232","433118.065","4585522.198","932565763","#","","","","","","","",
"92086007101","Escola Bressol Municipal Guinbó","#","C","Olzinelles","73","73","16","la Bordeta","03","Sants-Montjuïc","08014","019","BARCELONA","41.371535","2.137287","427853.161","4580361.306","427945.07","4580562.224","933322341","#","","","","","","","",
"92086007102","Escola Bressol Municipal Llar d'Infants","#","C","Rectoria","31","31","43","Horta","07","Horta-Guinardó","08031","019","BARCELONA","41.434102","2.161371","429934.439","4587287.621","430026.365","4587488.604","934276870","#","","","","","","","",
"92086007103","Escola Bressol Municipal La Muntanya","#","C","Sant Feliu de Codines","4","4","54","Torre Baró","08","Nou Barris","08033","019","BARCELONA","41.4606","2.180288","431542.861","4590214.374","431634.801","4590415.384","933507938","#","","","","","","","",
"92086007104","Escola Bressol Municipal L'Arboç","#","Pg","Vall d'Hebron","171","171","40","Montbau","07","Horta-Guinardó","08035","019","BARCELONA","41.435759","2.147171","428749.909","4587483.23","428841.824","4587684.214","934281794","#","","","","","","","",
"92086007106","Escola Bressol Municipal El Palomar","#","C","Malats","45","45","60","Sant Andreu","09","Sant Andreu","08030","019","BARCELONA","41.43638","2.187166","432092.017","4587520.05","432183.963","4587721.036","933115756","#","","","","","","","",
"92086007107","Escola Bressol Municipal Ralet","#","C","Joaquim Valls","10","10","52","la Prosperitat","08","Nou Barris","08016","019","BARCELONA","41.442555","2.182941","431745.497","4588208.836","431837.44","4588409.828","933597793","#","","","","","","","",
"92086007108","Escola Bressol Municipal Tris-Tras","#","C","Llobregós","109","109","37","el Carmel","07","Horta-Guinardó","08032","019","BARCELONA","41.424817","2.157358","429589.178","4586260.06","429681.101","4586461.033","933588560","#","","","","","","","",
"92086007596","Centre Educatiu Thau","#","Av","Esplugues","49","49","21","Pedralbes","04","Les Corts","08034","019","BARCELONA","41.38764","2.105297","425196.269","4582176.348","425288.153","4582377.282","932030154","#","","","","","","","",
"92086007703","Centre Educatiu Mare de Déu del Coll","#","C","Santuari","28","28","29","el Coll","06","Gràcia","08032","019","BARCELONA","41.420162","2.151118","429062.702","4585748.378","429154.621","4585949.346","932858001","Fax","","","","","","","",
"92086007703","Centre Educatiu Mare de Déu del Coll","#","C","Santuari","28","28","29","el Coll","06","Gràcia","08032","019","BARCELONA","41.420162","2.151118","429062.702","4585748.378","429154.621","4585949.346","932846543","#","","","","","","","",
"92086007970","Centre Educatiu Santa Dorotea","#","Pg","Sant Joan Bosco","24","24","24","les Tres Torres","05","Sarrià-Sant Gervasi","08017","019","BARCELONA","41.393505","2.12908","427191.283","4582807.247","427283.185","4583008.188","932032892","#","","","","","","","",
"92086008029","Centre Educatiu Maristes La Immaculada","#","C","València","370","370","07","la Dreta de Eixample","02","Eixample","08009","019","BARCELONA","41.398639","2.172205","430801.985","4583341.937","430893.921","4583542.884","934583597","Fax","","","","","","","",
"92086008029","Centre Educatiu Maristes La Immaculada","#","C","València","370","370","07","la Dreta de Eixample","02","Eixample","08009","019","BARCELONA","41.398639","2.172205","430801.985","4583341.937","430893.921","4583542.884","934582904","#","","","","","","","",
"92086008434","Centre Educatiu Pare Manyanet","#","Trav","Corts","331","331","19","les Corts","04","Les Corts","08029","019","BARCELONA","41.38873","2.138142","427943.574","4582269.563","428035.483","4582470.499","933216108","Fax","","","","","","","",
"92086008434","Centre Educatiu Pare Manyanet","#","Trav","Corts","331","331","19","les Corts","04","Les Corts","08029","019","BARCELONA","41.38873","2.138142","427943.574","4582269.563","428035.483","4582470.499","934396700","#","","","","","","","",
"92086014533","Escola Bressol Municipal La Fontana","#","C","Gran de Gràcia","123","123","31","la Vila de Gràcia","06","Gràcia","08012","019","BARCELONA","41.401638","2.153264","429221.897","4583690.183","429313.818","4583891.132","932186456","#","","","","","","","",
"92086015197","Llar d'Infants Esclop","#","Pg","Sant Joan","31","31","07","la Dreta de Eixample","02","Eixample","08010","019","BARCELONA","41.393416","2.177115","431206.96","4582758.081","431298.899","4582959.022","932655255","#","","","","","","","",
"92086023424","Llar d'Infants Ratolinet","#","C","Alcolea","15","17","18","Sants","03","Sants-Montjuïc","08014","019","BARCELONA","41.375843","2.136825","427819.273","4580839.982","427911.182","4581040.905","934311848","#","","","","","","","",
"92086023428","Llar d'Infants Drac Xic","#","Ptge","Alió","38","38","32","el Camp d'en Grassot i Gràcia Nova","06","Gràcia","08037","019","BARCELONA","41.403653","2.165251","430226.03","4583904.094","430317.96","4584105.046","934583844","#","","","","","","","",
"92086023429","Llar d'infants El Nieró","#","Ctra","Bordeta","86","86","15","Hostafrancs","03","Sants-Montjuïc","08014","019","BARCELONA","41.372888","2.14269","428306.472","4580507.043","428398.385","4580707.963","934316889","#","","","","","","","",
"92086023431","Llar d'Infants La Lluna","#","C","Borgonya","6","8","48","la Guineueta","08","Nou Barris","08042","019","BARCELONA","41.435254","2.169901","430648.391","4587408.688","430740.324","4587609.672","933536191","#","","","","","","","",
"92086023486","Llar d'Infants Brusi","#","C","Brusi","39","39","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08006","019","BARCELONA","41.401121","2.14552","428574.018","4583639.105","428665.933","4583840.054","932093145","#","","","","","","","",
"92086023487","Llar d'Infants El Llapis","#","C","Bordeus","9","9","19","les Corts","04","Les Corts","08029","019","BARCELONA","41.388439","2.14158","428230.697","4582234.402","428322.609","4582435.338","933218871","#","","","","","","","",
"92086023493","Llar d'Infants Bon Sol","#","C","Aribau","175","175","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08036","019","BARCELONA","41.393735","2.152139","429119.26","4582813.663","429211.18","4583014.604","934305594","#","","","","","","","",
"92086023497","Escola Bressol Municipal Puigmal","#","C","Mònec","2","2","04","Sant Pere, Santa Caterina i la Ribera","01","Ciutat Vella","08003","019","BARCELONA","41.388241","2.178195","431291.804","4582182.743","431383.744","4582383.679","933101897","#","","","","","","","",
"92086023500","Llar d'Infants Grans Somnis","#","C","Consell de Cent","344","344","07","la Dreta de Eixample","02","Eixample","08009","019","BARCELONA","41.393512","2.169098","430536.803","4582775.151","430628.736","4582976.092","934882242","#","","","","","","","",
"92086023501","Llar d'Infants Sol Solet","#","G.V.","Corts Catalanes","741","741","05","el Fort Pienc","02","Eixample","08013","019","BARCELONA","41.398909","2.180455","431491.917","4583365.338","431583.859","4583566.285","932650382","#","","","","","","","",
"92086023505","Llar d'Infants Tramvia Blau","#","G.V.","Corts Catalanes","515","515","09","la Nova Esquerra de l'Eixample","02","Eixample","08015","019","BARCELONA","41.381867","2.157767","429576.957","4581491.472","429668.882","4581692.401","933233477","#","","","","","","","",
"92086023521","Llar d'Infants Teddy","#","C","Dos de Maig","222","222","64","el Camp de l'Arpa del Clot","10","Sant Martí","08013","019","BARCELONA","41.406754","2.18268","431686.136","4584234.503","431778.079","4584435.458","932457271","#","","","","","","","",
"92086023527","Escola Bressol Municipal Forestier","#","C","Segons Jocs Mediterranis","2","2","11","el Poble-sec","03","Sants-Montjuïc","08004","019","BARCELONA","41.371029","2.155177","429348.658","4580290.428","429440.581","4580491.346","934230733","#","","","","","","","",
"92086023571","Llar d'Infants - Parvulari Rosetó","#","C","Mallorca","337","337","07","la Dreta de Eixample","02","Eixample","08037","019","BARCELONA","41.399813","2.170298","430643.836","4583473.706","430735.77","4583674.654","934570302","#","","","","","","","",
"92086023573","Llar d'Infants Milton-2","#","C","Mallorca","578","578","64","el Camp de l'Arpa del Clot","10","Sant Martí","08026","019","BARCELONA","41.410073","2.184364","431830.405","4584601.625","431922.35","4584802.584","932457418","#","","","","","","","",
"92086023576","Llar d'Infants L'Hortet","#","C","Mare de Déu dels Àngels","3","5","38","la Teixonera","07","Horta-Guinardó","08035","019","BARCELONA","41.420349","2.14414","428479.787","4585774.875","428571.7","4585975.843","934174791","#","","","","","","","",
"92086023579","Llar d'Infants Mafalda III","#","C","Mas Casanovas","8","8","33","el Baix Guinardó","07","Horta-Guinardó","08025","019","BARCELONA","41.411351","2.168866","430536.391","4584755.84","430628.324","4584956.8","934363687","#","","","","","","","",
"92086023607","Parvulari Betlem","#","Av","Mistral","20","20","10","Sant Antoni","02","Eixample","08015","019","BARCELONA","41.377212","2.157776","429572.72","4580974.719","429664.645","4581175.643","934244174","#","","","","","","","",
"92086023609","Llar d'Infants El Cigronet","#","C","Muntaner","43","43","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08011","019","BARCELONA","41.38581","2.160367","429798.622","4581927.115","429890.549","4582128.048","933234606","#","","","","","","","",
"92086023613","Llar d'Infants Petit Món de les Corts","#","C","Numància","101","101","19","les Corts","04","Les Corts","08029","019","BARCELONA","41.385846","2.136009","427762.106","4581951.214","427854.014","4582152.147","933222477","#","","","","","","","",
"92086023624","Llar d'Infants Cascavell","#","C","Perpinyà","22","28","70","el Besòs i el Maresme","10","Sant Martí","08019","019","BARCELONA","41.419561","2.214691","434374.633","4585631.57","434466.601","4585832.539","933053421","#","","","","","","","",
"92086023631","Llar d'Infants La Quitxalla de Gràcia","#","C","Ramón y Cajal","82","82","31","la Vila de Gràcia","06","Gràcia","08012","019","BARCELONA","41.403619","2.160373","429818.299","4583904.278","429910.225","4584105.23","932137785","#","","","","","","","",
"92086023670","Llar d'Infants El Parc","#","C","Roger de Flor","3","3","04","Sant Pere, Santa Caterina i la Ribera","01","Ciutat Vella","08018","019","BARCELONA","41.390007","2.184119","431788.889","4582374.092","431880.834","4582575.03","933007074","#","","","","","","","",
"92086023750","Llar d'Infants Ratolí","#","C","Sicília","380","380","32","el Camp d'en Grassot i Gràcia Nova","06","Gràcia","08025","019","BARCELONA","41.405531","2.168513","430500.738","4584109.935","430592.671","4584310.889","934578127","#","","","","","","","",
"92086023759","Llar d'Infants I-Beth","#","C","Aragó","47","47","09","la Nova Esquerra de l'Eixample","02","Eixample","08015","019","BARCELONA","41.380143","2.148698","428816.817","4581307.576","428908.735","4581508.503","932267260","#","","","","","","","",
"92086024337","Llar d'Infants El Mar","#","C","Castellbell","1","3","60","Sant Andreu","09","Sant Andreu","08030","019","BARCELONA","41.432146","2.185636","431959.764","4587051.15","432051.709","4587252.131","933467901","#","","","","","","","",
"92086033565","Escola Bressol Municipal El Vent","#","C","Miguel Hernández","20","20","49","Canyelles","08","Nou Barris","08042","019","BARCELONA","41.442961","2.165962","430327.537","4588267.498","430419.467","4588468.49","934273745","#","","","","","","","",
"92086034361","Llar d'Infants Xumets","#","C","Energia","10","10","13","la Marina de Port","03","Sants-Montjuïc","08038","019","BARCELONA","41.357945","2.137099","427822.384","4578852.7","427914.293","4579053.604","934317672","#","","","","","","","",
"92086036230","Llar d'Infants Pumby","#","C","Valladolid","20","20","18","Sants","03","Sants-Montjuïc","08014","019","BARCELONA","41.377785","2.136506","427794.759","4581055.871","427886.667","4581256.796","933303054","#","","","","","","","",
"92086036833","Escola Bressol Municipal Barrufets","#","C","Marina","354","354","06","la Sagrada Família","02","Eixample","08025","019","BARCELONA","41.407546","2.170687","430684.554","4584331.973","430776.488","4584532.929","934551042","#","","","","","","","",
"92086036837","Escola Bressol Municipal Xiroi","#","C","Francesc Pedra","1","3","19","les Corts","04","Les Corts","08014","019","BARCELONA","41.387821","2.132077","427435.555","4582173.706","427527.46","4582374.641","934101620","#","","","","","","","",
"92086036838","Escola Bressol Municipal Xarlot","#","C","Pantà de Tremp","66","66","37","el Carmel","07","Horta-Guinardó","08032","019","BARCELONA","41.426718","2.152951","429223.019","4586474.72","429314.939","4586675.695","933589300","#","","","","","","","",
"92091083756","Llar d'Infants Romany","#","Ptge","Coello","9","9","61","la Sagrera","09","Sant Andreu","08027","019","BARCELONA","41.421998","2.187837","432133.066","4585922.761","432225.013","4586123.732","933490712","#","","","","","","","",
"92168153014","Centre Educatiu Verns","#","C","Cantàbria","31","31","72","Sant Martí de Provençals","10","Sant Martí","08020","019","BARCELONA","41.420091","2.200618","433199.123","4585701.193","433291.08","4585902.162","933135051","#","","","","","","","",
"92168164392","Centre Educatiu Adela de Trenquelleón","#","Rbla","Guipúscoa","24","24","72","Sant Martí de Provençals","10","Sant Martí","08018","019","BARCELONA","41.413929","2.194712","432699.209","4585021.628","432791.162","4585222.591","932662136","Fax","","","","","","","",
"92168164392","Centre Educatiu Adela de Trenquelleón","#","Rbla","Guipúscoa","24","24","72","Sant Martí de Provençals","10","Sant Martí","08018","019","BARCELONA","41.413929","2.194712","432699.209","4585021.628","432791.162","4585222.591","933074850","#","","","","","","","",
"92168164412","Escola Alexandre Galí","#","Pg","Marítim de la Barceloneta","11","11","03","la Barceloneta","01","Ciutat Vella","08003","019","BARCELONA","41.381256","2.193352","432551.796","4581395.344","432643.748","4581596.273","933106444","#","","","","","","","",
"92168164414","Centre Educatiu Alfageme","#","Pg","Zona Franca","198","198","13","la Marina de Port","03","Sants-Montjuïc","08038","019","BARCELONA","41.361443","2.138951","427981.13","4579239.569","428073.041","4579440.477","933323246","#","","","","","","","",
"92168164435","Escola Baixeras","#","C","Salvador Aulet","1","1","02","el Barri Gòtic","01","Ciutat Vella","08002","019","BARCELONA","41.38287","2.179808","431420.978","4581585.204","431512.92","4581786.134","933105295","#","","","","","","","",
"92168164435","Escola Baixeras","#","C","Ataülf","12","12","02","el Barri Gòtic","01","Ciutat Vella","08002","019","BARCELONA","41.381059","2.17898","431349.892","4581384.846","431441.833","4581585.775","933150454","#","(edifici Ataülf)","","","","","","",
"92168164435","Escola Baixeras","#","C","Salvador Aulet","1","1","02","el Barri Gòtic","01","Ciutat Vella","08002","019","BARCELONA","41.38287","2.179808","431420.978","4581585.204","431512.92","4581786.134","933150454","#","(edifici Ataülf)","","","","","","",
"92168164435","Escola Baixeras","#","C","Ataülf","12","12","02","el Barri Gòtic","01","Ciutat Vella","08002","019","BARCELONA","41.381059","2.17898","431349.892","4581384.846","431441.833","4581585.775","933105295","#","","","","","","","",
"92168164438","Escola Àngels Garriga","#","C","Gallecs","22","22","36","la Font d'en Fargues","07","Horta-Guinardó","08032","019","BARCELONA","41.425979","2.167712","430455.561","4586380.784","430547.492","4586581.759","934205801","Fax","","","","","","","",
"92168164438","Escola Àngels Garriga","#","C","Gallecs","22","22","36","la Font d'en Fargues","07","Horta-Guinardó","08032","019","BARCELONA","41.425979","2.167712","430455.561","4586380.784","430547.492","4586581.759","934205801","#","","","","","","","",
"92168164443","Escola Antoni Balmanya","#","C","Freser","101","101","64","el Camp de l'Arpa del Clot","10","Sant Martí","08041","019","BARCELONA","41.416438","2.182821","431708.116","4585309.472","431800.059","4585510.437","934566804","Fax","","","","","","","",
"92168164443","Escola Antoni Balmanya","#","C","Freser","101","101","64","el Camp de l'Arpa del Clot","10","Sant Martí","08041","019","BARCELONA","41.416438","2.182821","431708.116","4585309.472","431800.059","4585510.437","934566804","#","","","","","","","",
"92168164444","Escola Antoni Brusi","#","C","Sardenya","33","35","67","la Vila Olímpica del Poblenou","10","Sant Martí","08005","019","BARCELONA","41.391032","2.189552","432244.208","4582483.613","432336.157","4582684.552","932211298","#","","","","","","","",
"92168164444","Escola Antoni Brusi","#","C","Sardenya","33","35","67","la Vila Olímpica del Poblenou","10","Sant Martí","08005","019","BARCELONA","41.391032","2.189552","432244.208","4582483.613","432336.157","4582684.552","932211298","Fax","","","","","","","",
"92168164454","Escola Arc Iris","#","C","Arc de Sant Martí","78","78","36","la Font d'en Fargues","07","Horta-Guinardó","08032","019","BARCELONA","41.42527","2.171457","430767.766","4586299.069","430859.7","4586500.043","934362617","#","","","","","","","",
"92168164454","Escola Arc Iris","#","C","Arc de Sant Martí","78","78","36","la Font d'en Fargues","07","Horta-Guinardó","08032","019","BARCELONA","41.42527","2.171457","430767.766","4586299.069","430859.7","4586500.043","934364815","Fax","","","","","","","",
"92168164462","Llar d'Infants Arlequín","#","C","Balcells","41","41","32","el Camp d'en Grassot i Gràcia Nova","06","Gràcia","08024","019","BARCELONA","41.411077","2.160891","429869.619","4584731.812","429961.546","4584932.771","932145089","#","","","","","","","",
"92168164462","Llar d'Infants Arlequín","#","C","Balcells","41","41","32","el Camp d'en Grassot i Gràcia Nova","06","Gràcia","08024","019","BARCELONA","41.411077","2.160891","429869.619","4584731.812","429961.546","4584932.771","932845089","#","","","","","","","",
"92168164465","Escola Josep Maria Jujol","#","C","Riera de Sant Miquel","39","45","31","la Vila de Gràcia","06","Gràcia","08006","019","BARCELONA","41.398215","2.155906","429439.013","4583307.926","429530.936","4583508.872","932180890","Fax","","","","","","","",
"92168164465","Escola Josep Maria Jujol","#","C","Riera de Sant Miquel","39","45","31","la Vila de Gràcia","06","Gràcia","08006","019","BARCELONA","41.398215","2.155906","429439.013","4583307.926","429530.936","4583508.872","932180890","#","","","","","","","",
"92168164469","Centre Educatiu Arrels","#","C","Cardenal Tedeschini","76","80","62","el Congrés i els Indians","09","Sant Andreu","08027","019","BARCELONA","41.426677","2.181046","431570.458","4586447.58","431662.4","4586648.556","933524757","Fax","","","","","","","",
"92168164469","Centre Educatiu Arrels","#","C","Cardenal Tedeschini","76","80","62","el Congrés i els Indians","09","Sant Andreu","08027","019","BARCELONA","41.426677","2.181046","431570.458","4586447.58","431662.4","4586648.556","933524454","#","","","","","","","",
"92168164474","Centre Educatiu Acis - Artur Martorell","#","Pl","Can Baró","3","3","34","Can Baró","07","Horta-Guinardó","08024","019","BARCELONA","41.416562","2.162104","429976.851","4585339.825","430068.778","4585540.79","932847299","Fax","","","","","","","",
"92168164474","Centre Educatiu Acis - Artur Martorell","#","Pl","Can Baró","3","3","34","Can Baró","07","Horta-Guinardó","08024","019","BARCELONA","41.416562","2.162104","429976.851","4585339.825","430068.778","4585540.79","932842418","#","","","","","","","",
"92168164486","Escola Ausiàs March","#","Pl","Comas","9","10","19","les Corts","04","Les Corts","08028","019","BARCELONA","41.384879","2.130233","427278.067","4581848.674","427369.97","4582049.606","933307960","#","","","","","","","",
"92168164486","Escola Ausiàs March","#","Pl","Comas","9","10","19","les Corts","04","Les Corts","08028","019","BARCELONA","41.384879","2.130233","427278.067","4581848.674","427369.97","4582049.606","933307960","Fax","","","","","","","",
"92168164500","Escola Baldiri Reixac","#","C","Olot","1","13","30","la Salut","06","Gràcia","08024","019","BARCELONA","41.413509","2.153135","429224.029","4585008.121","429315.949","4585209.083","932130484","#","","","","","","","",
"92168164500","Escola Baldiri Reixac","#","C","Olot","1","13","30","la Salut","06","Gràcia","08024","019","BARCELONA","41.413509","2.153135","429224.029","4585008.121","429315.949","4585209.083","932130484","Fax","","","","","","","",
"92168164507","Escola Baloo","#","C","Harmonia","37","37","40","Montbau","07","Horta-Guinardó","08035","019","BARCELONA","41.431157","2.139374","428093.431","4586978.755","428185.34","4587179.734","934282861","#","","","","","","","",
"92168164507","Escola Baloo","#","C","Harmonia","37","37","40","Montbau","07","Horta-Guinardó","08035","019","BARCELONA","41.431157","2.139374","428093.431","4586978.755","428185.34","4587179.734","934282861","Fax","","","","","","","",
"92168164513","Escola Barcelona","#","C","Joan Güell","126","126","19","les Corts","04","Les Corts","08028","019","BARCELONA","41.381944","2.132062","427427.746","4581521.321","427519.651","4581722.25","933300858","#","","","","","","","",
"92168164513","Escola Barcelona","#","C","Joan Güell","126","126","19","les Corts","04","Les Corts","08028","019","BARCELONA","41.381944","2.132062","427427.746","4581521.321","427519.651","4581722.25","933300650","Fax","","","","","","","",
"92168164513","Escola Barcelona","#","C","Joan Güell","126","126","19","les Corts","04","Les Corts","08028","019","BARCELONA","41.381944","2.132062","427427.746","4581521.321","427519.651","4581722.25","933300858","Fax","","","","","","","",
