CODI_PROVINCIA,PROVINCIA,CODI_MUNICIPI,MUNICIPI,ESTACIO,CODI_CONTAMINANT,ANY,MES,DIA,H01,V01,H02,V02,H03,V03,H04,V04,H05,V05,H06,V06,H07,V07,H08,V08,H09,V09,H10,V10,H11,V11,H12,V12,H13,V13,H14,V14,H15,V15,H16,V16,H17,V17,H18,V18,H19,V19,H20,V20,H21,V21,H22,V22,H23,V23,H24,V24
08,Barcelona,019,Barcelona,044,14,2019,10,12,4,V,6,V,16,V,19,V,16,V,10,V,1,V,1,V,4,V,18,V,32,V,34,V,32,V,30,V,35,V,50,V,47,V,48,V,58,V,50,V,57,V,59,V,59,V,58,V
08,Barcelona,019,Barcelona,044,14,2019,10,13,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,057,14,2019,10,10,44,V,37,V,32,V,33,V,38,V,40,V,43,V,24,V,21,V,28,V,11,V,18,V,27,V,41,V,53,V,57,V,57,V,55,V,45,V,41,V,35,V,34,V,39,V,33,V
08,Barcelona,019,Barcelona,057,14,2019,10,11,41,V,43,V,47,V,45,V,43,V,50,V,39,V,20,V,8,V,29,V,22,V,42,V,47,V,39,V,41,V,46,V,54,V,52,V,48,V,45,V,18,V,3,V,9,V,2,V
08,Barcelona,019,Barcelona,057,14,2019,10,12,7,V,9,V,7,V,17,V,23,V,31,V,21,V,11,V,2,V,5,V,30,V,37,V,66,V,72,V,80,V,88,V,82,V,75,V,57,V,46,V,67,V,68,V,71,V,65,V
08,Barcelona,019,Barcelona,057,14,2019,10,13,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,054,14,2019,10,10,32,V,25,V,24,V,30,V,29,V,36,V,33,V,22,V,20,V,7,V,11,V,11,V,24,V,37,V,55,V,60,V,58,V,54,V,49,V,46,V,40,V,46,V,43,V,44,V
08,Barcelona,019,Barcelona,054,14,2019,10,11,36,V,34,V,39,V,39,V,41,V,34,V,12,V,4,V,14,V,23,V,25,V,31,V,56,V,53,V,47,V,48,V,54,V,51,V,53,V,42,V,32,V,16,V,4,V,8,V
08,Barcelona,019,Barcelona,054,14,2019,10,12,7,V,9,V,28,V,35,V,34,V,14,V,10,V,3,V,8,V,7,V,29,V,52,V,68,V,73,V,73,V,77,V,78,V,77,V,74,V,69,V,66,V,65,V,68,V,59,V
08,Barcelona,019,Barcelona,054,14,2019,10,13,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,043,10,2019,10,10,13,V,12,V,10,V,10,V,11,V,12,V,12,V,16,V,22,V,35,V,36,V,28,V,26,V,30,V,28,V,26,V,26,V,35,V,36,V,33,V,30,V,32,V,31,V,28,V
08,Barcelona,019,Barcelona,043,10,2019,10,11,26,V,26,V,28,V,27,V,30,V,28,V,25,V,31,V,45,V,56,V,46,V,46,V,57,V,49,V,45,V,39,V,35,V,39,V,35,V,33,V,32,V,33,V,29,V,24,V
08,Barcelona,019,Barcelona,043,10,2019,10,12,22,V,23,V,22,V,20,V,21,V,20,V,23,V,26,V,31,V,29,V,28,V,27,V,29,V,29,V,28,V,23,V,26,V,28,V,25,V,30,V,25,V,23,V,21,V,20,V
08,Barcelona,019,Barcelona,043,10,2019,10,13,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,044,10,2019,10,10,10,V,10,V,9,V,9,V,12,V,12,V,12,V,13,V,21,V,30,V,29,V,24,V,32,V,26,V,19,V,21,V,20,V,27,V,24,V,25,V,25,V,26,V,28,V,28,V
08,Barcelona,019,Barcelona,044,10,2019,10,11,27,V,28,V,25,V,26,V,35,V,34,V,27,V,28,V,38,V,46,V,45,V,48,V,38,V,36,V,40,V,36,V,35,V,31,V,30,V,26,V,26,V,29,V,28,V,20,V
08,Barcelona,019,Barcelona,044,10,2019,10,12,21,V,25,V,25,V,17,V,11,V,12,V,24,V,25,V,23,V,26,V,25,V,22,V,23,V,25,V,26,V,20,V,21,V,22,V,19,V,19,V,21,V,18,V,20,V,18,V
08,Barcelona,019,Barcelona,044,10,2019,10,13,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,057,10,2019,10,10,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,057,10,2019,10,11,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,057,10,2019,10,12,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,057,10,2019,10,13,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,004,10,2019,10,10,9,V,12,V,10,V,10,V,11,V,13,V,13,V,28,V,25,V,27,V,30,V,21,V,23,V,23,V,23,V,24,V,30,V,41,V,55,V,34,V,32,V,32,V,30,V,31,V
08,Barcelona,019,Barcelona,004,10,2019,10,11,26,V,27,V,25,V,26,V,25,V,27,V,28,V,33,V,48,V,65,V,57,V,59,V,55,V,55,V,50,V,47,V,47,V,45,V,69,V,43,V,39,V,34,V,29,V,30,V
08,Barcelona,019,Barcelona,004,10,2019,10,12,26,V,32,V,27,V,23,V,25,V,30,V,29,V,29,V,31,V,33,V,37,V,31,V,24,V,23,V,25,V,23,V,22,V,21,V,20,V,24,V,23,V,20,V,17,V,16,V
08,Barcelona,019,Barcelona,004,10,2019,10,13,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,054,10,2019,10,10,14,V,8,V,10,V,10,V,13,V,12,V,10,V,13,V,11,V,21,V,22,V,18,V,15,V,18,V,18,V,15,V,14,V,18,V,17,V,18,V,22,V,22,V,26,V,25,V
08,Barcelona,019,Barcelona,054,10,2019,10,11,24,V,22,V,24,V,25,V,32,V,34,V,33,V,29,V,37,V,36,V,33,V,36,V,28,V,25,V,28,V,26,V,29,V,27,V,22,V,22,V,19,V,21,V,27,V,19,V
08,Barcelona,019,Barcelona,054,10,2019,10,12,18,V,20,V,20,V,13,V,9,V,10,V,13,V,16,V,15,V,19,V,22,V,19,V,17,V,19,V,19,V,17,V,15,V,16,V,17,V,16,V,14,V,14,V,17,V,14,V
08,Barcelona,019,Barcelona,054,10,2019,10,13,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,043,1,2019,10,10,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,2,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V
08,Barcelona,019,Barcelona,043,1,2019,10,11,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,2,V,2,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V
08,Barcelona,019,Barcelona,043,1,2019,10,12,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V
08,Barcelona,019,Barcelona,043,1,2019,10,13,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,044,1,2019,10,10,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,2,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V
08,Barcelona,019,Barcelona,044,1,2019,10,11,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,2,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V
08,Barcelona,019,Barcelona,044,1,2019,10,12,1,V,1,V,1,V,1,V,1,V,1,V,2,V,2,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V
08,Barcelona,019,Barcelona,044,1,2019,10,13,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,057,1,2019,10,10,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V
08,Barcelona,019,Barcelona,057,1,2019,10,11,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V
08,Barcelona,019,Barcelona,057,1,2019,10,12,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,2,V,2,V,2,V,2,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V
08,Barcelona,019,Barcelona,057,1,2019,10,13,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,054,1,2019,10,10,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,2,V,2,V,2,V,2,V,2,V,2,V,1,V,1,V,1,V,1,V,2,V,1,V,1,V,1,V,1,V,1,V
08,Barcelona,019,Barcelona,054,1,2019,10,11,1,V,2,V,1,V,1,V,1,V,1,V,1,V,2,V,2,V,2,V,2,V,2,V,1,V,1,V,2,V,2,V,2,V,2,V,1,V,2,V,2,V,3,V,2,V,2,V
08,Barcelona,019,Barcelona,054,1,2019,10,12,2,V,2,V,2,V,1,V,1,V,1,V,1,V,2,V,2,V,2,V,1,V,1,V,1,V,2,V,2,V,1,V,1,V,1,V,2,V,1,V,1,V,1,V,1,V,1,V
08,Barcelona,019,Barcelona,054,1,2019,10,13,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
